Term,Translation,Context
plaka,plate,Technological Sciences > Environmental technology and engineering
saiakuntza,experiment,Physics > Electro-magnetism
saiakuntza,experiment; test; trial,Technological Sciences > Environmental technology and engineering
sakabanatze,dispersion; scattering,Physics > Electro-magnetism
sakabanatze,dispersion,Technological Sciences > Environmental technology and engineering
sare elektriko,electric network,Physics > Electro-magnetism
sare elektriko,electrical network,Technological Sciences > Environmental technology and engineering
segida,progression; sequence,Physics > Electro-magnetism
segida,succession,Technological Sciences > Environmental technology and engineering
tentsio,potential difference; tension; voltage,Physics > Electro-magnetism
tentsio,tension,Technological Sciences > Environmental technology and engineering
X izpi,Roentgen rays; X-ray; X-rays,Physics > Electro-magnetism
X izpi,X-ray,Technological Sciences > Environmental technology and engineering
xafla,plate; sheet,Physics > Electro-magnetism
xafla,sheet,Technological Sciences > Environmental technology and engineering
xurgapen,absorption,Physics > Electro-magnetism
xurgapen,absorption; suction,Technological Sciences > Environmental technology and engineering
zunda,probe,Physics > Electro-magnetism
zunda,sound,Technological Sciences > Environmental technology and engineering
