Term,Translation,Context
eten,discontinuity,Technological Sciences > Electrical technology and engineering
etengailu,breaker,Physics > Electro-magnetism
etengailu,breaker; circuit breaker; interrupter; switch,Technological Sciences > Electrical technology and engineering
fase-diferentzia,phase angle; phase difference,Physics > Electro-magnetism
fase-diferentzia,phase difference; phase displacement; phase shift,Technological Sciences > Electrical technology and engineering
galera,loss,Physics > Electro-magnetism
galera,loss; power loss,Technological Sciences > Electrical technology and engineering
hartzaile,receiver,Physics > Electro-magnetism
hartzaile,receiver; receiving set,Technological Sciences > Electrical technology and engineering
hedapen-denbora,time of propagation,Physics > Electro-magnetism
hedapen-denbora,propagation delay,Technological Sciences > Electrical technology and engineering
indar-pare,couple of forces,Physics > Electro-magnetism
indar-pare,torque,Technological Sciences > Electrical technology and engineering
induzitu,induce,Physics > Electro-magnetism
induzitu,induce; armature,Technological Sciences > Electrical technology and engineering
isolagailu,isolator,Physics > Electro-magnetism
isolagailu,insulator,Technological Sciences > Electrical technology and engineering
karga,charge; electric charge; electrical charge; load impedance,Physics > Electro-magnetism
karga,load,Technological Sciences > Electrical technology and engineering
karga elektriko,charge; electric charge; electrical charge,Physics > Electro-magnetism
karga elektriko,electric load; electrical load; load,Technological Sciences > Electrical technology and engineering
korronte-intentsitate,current intensity; intensity of current,Physics > Electro-magnetism
korronte-intentsitate,amperage; current; current intensity; intensity,Technological Sciences > Electrical technology and engineering
korronte-iturri,source of current,Physics > Electro-magnetism
korronte-iturri,current source,Technological Sciences > Electrical technology and engineering
Lenz-en lege,Lenz's law,Physics > Electro-magnetism
Lenz-en lege,Lenz law,Technological Sciences > Electrical technology and engineering
magnetizatu,magnetize,Physics > Electro-magnetism
magnetizatu,magnetise,Technological Sciences > Electrical technology and engineering
magnetizazio-korronte,magnetization current,Physics > Electro-magnetism
magnetizazio-korronte,excitation current; excitation system current; magnetising current,Technological Sciences > Electrical technology and engineering
masa,mass,Physics > Electro-magnetism
masa,earth; exposed conductive part; earthing; ground connection,Technological Sciences > Electrical technology and engineering
material eroale,conductor; conductor material,Physics > Electro-magnetism
material eroale,conducting material,Technological Sciences > Electrical technology and engineering
Maxwell-en ekuazioak,electromagnetic field equations; Maxwell equations; Maxwell field equations; Maxwell's equation,Physics > Electro-magnetism
Maxwell-en ekuazioak,Maxwell's equations,Technological Sciences > Electrical technology and engineering
momentu,moment; moment of a force; torque,Physics > Electro-magnetism
momentu,torque,Technological Sciences > Electrical technology and engineering
neurgailu,measuring device; meter,Physics > Electro-magnetism
neurgailu,measurement device; measuring instrument,Technological Sciences > Electrical technology and engineering
neurketa,measurement,Physics > Electro-magnetism
neurketa,measurement; result of a measurement,Technological Sciences > Electrical technology and engineering
nukleo,nucleus,Physics > Electro-magnetism
nukleo,core,Technological Sciences > Electrical technology and engineering
paralelo-elkarketa,parallel association,Physics > Electro-magnetism
paralelo-elkarketa,parallel combination,Technological Sciences > Electrical technology and engineering
paralelo-konexio,parallel connection,Physics > Electro-magnetism
paralelo-konexio,parallel combination,Technological Sciences > Electrical technology and engineering
permitibitate,absolute permittivity; permittivity,Physics > Electro-magnetism
permitibitate,permitivity,Technological Sciences > Electrical technology and engineering
plaka,plate; sheet,Physics > Electro-magnetism
plaka,plate,Technological Sciences > Electrical technology and engineering
polarizatu,polarize,Physics > Electro-magnetism
polarizatu,polarise,Technological Sciences > Electrical technology and engineering
posizio,position,Physics > Electro-magnetism
posizio,bay,Technological Sciences > Electrical technology and engineering
potentzia-fluxu,power flow,Physics > Electro-magnetism
potentzia-fluxu,power flow; power flux,Technological Sciences > Electrical technology and engineering
potentzial-diferentzia,potential difference; tension; voltage,Physics > Electro-magnetism
potentzial-diferentzia,potential difference; potential difference; voltage,Technological Sciences > Electrical technology and engineering
saiakuntza,experiment,Physics > Electro-magnetism
saiakuntza,test,Technological Sciences > Electrical technology and engineering
sare elektriko,electric network,Physics > Electro-magnetism
sare elektriko,electric network; electrical network; electrical power network,Technological Sciences > Electrical technology and engineering
serie-elkarketa,association in series; series conection,Physics > Electro-magnetism
serie-elkarketa,series combination,Technological Sciences > Electrical technology and engineering
serie-konexio,association in series; series conection,Physics > Electro-magnetism
serie-konexio,series connection,Technological Sciences > Electrical technology and engineering
sorgailu elektriko,electric generator,Physics > Electro-magnetism
sorgailu elektriko,electrical generator,Technological Sciences > Electrical technology and engineering
tentsio,potential difference; tension; voltage,Physics > Electro-magnetism
tentsio,potential difference; voltage,Technological Sciences > Electrical technology and engineering
tortsio,torsion,Physics > Electro-magnetism
tortsio,torque,Technological Sciences > Electrical technology and engineering
transmisio-ardatz,transmission axis,Physics > Electro-magnetism
transmisio-ardatz,dumb-bell shaft; spacer shaft,Technological Sciences > Electrical technology and engineering
xafla,plate; sheet,Physics > Electro-magnetism
xafla,sheet,Technological Sciences > Electrical technology and engineering
zirkuitulabur,short circuit,Physics > Electro-magnetism
zirkuitulabur,short-circuit,Technological Sciences > Electrical technology and engineering
