Term,Translation,Context
lurrun,vapor; vapour,Technological Sciences > Environmental technology and engineering
magnitude,magnitude,Medical Sciences > Pharmaceutical Technology
magnitude,impact magnitude; magnitude,Technological Sciences > Environmental technology and engineering
materia,matter,Medical Sciences > Pharmaceutical Technology
materia,material; matter,Technological Sciences > Environmental technology and engineering
material iragazle,filtration material,Medical Sciences > Pharmaceutical Technology
material iragazle,filter material,Technological Sciences > Environmental technology and engineering
matraze,volumetric flask,Medical Sciences > Pharmaceutical Technology
matraze,flask,Technological Sciences > Environmental technology and engineering
nahasketa,mixture,Medical Sciences > Pharmaceutical Technology
nahasketa,mixing; mixture,Technological Sciences > Environmental technology and engineering
neurketa,measurement,Medical Sciences > Pharmaceutical Technology
neurketa,measure,Technological Sciences > Environmental technology and engineering
nukleo,core,Medical Sciences > Pharmaceutical Technology
nukleo,nucleus,Technological Sciences > Environmental technology and engineering
onddo,fungi,Medical Sciences > Pharmaceutical Technology
onddo,fungi; fungus,Technological Sciences > Environmental technology and engineering
osagai,ingredient,Medical Sciences > Pharmaceutical Technology
osagai,component,Technological Sciences > Environmental technology and engineering
pikor,granule,Medical Sciences > Pharmaceutical Technology
pikor,granule; grain,Technological Sciences > Environmental technology and engineering
saiakuntza,assay,Medical Sciences > Pharmaceutical Technology
saiakuntza,experiment; test; trial,Technological Sciences > Environmental technology and engineering
substratu,substract,Medical Sciences > Pharmaceutical Technology
substratu,substrate; substratum,Technological Sciences > Environmental technology and engineering
talka,percussion,Medical Sciences > Pharmaceutical Technology
talka,collision,Technological Sciences > Environmental technology and engineering
trinkotasun,consistency,Medical Sciences > Pharmaceutical Technology
trinkotasun,compaction,Technological Sciences > Environmental technology and engineering
tutu,tube,Medical Sciences > Pharmaceutical Technology
tutu,pipe,Technological Sciences > Environmental technology and engineering
ur-disoluzio,aqueous solution,Medical Sciences > Pharmaceutical Technology
ur-disoluzio,aqueous solution; water solution,Technological Sciences > Environmental technology and engineering
urea,urea,Medical Sciences > Pharmaceutical Technology
urea,CH<sub>4</sub>N2O; CO(NH<sub>2</sub>)<sub>2</sub>; urea,Technological Sciences > Environmental technology and engineering
urradura,scratch,Medical Sciences > Pharmaceutical Technology
urradura,abrasion,Technological Sciences > Environmental technology and engineering
urtze-tenperatura,fusion temperature,Medical Sciences > Pharmaceutical Technology
urtze-tenperatura,fusion temperature; melting temperature,Technological Sciences > Environmental technology and engineering
xafla,blade,Medical Sciences > Pharmaceutical Technology
xafla,sheet,Technological Sciences > Environmental technology and engineering
xurgapen,absorption,Medical Sciences > Pharmaceutical Technology
xurgapen,absorption; suction,Technological Sciences > Environmental technology and engineering
zehaztapen,assessment,Medical Sciences > Pharmaceutical Technology
zehaztapen,determination,Technological Sciences > Environmental technology and engineering
zunda,probe,Medical Sciences > Pharmaceutical Technology
zunda,sound,Technological Sciences > Environmental technology and engineering
zuntz,fiber,Medical Sciences > Pharmaceutical Technology
zuntz,fiber; fibre,Technological Sciences > Environmental technology and engineering
