Term,Translation,Context
nukleo,core,Technological Sciences > Electrical technology and engineering
nukleo,nucleus,Technological Sciences > Environmental technology and engineering
osagai,component; element,Technological Sciences > Electrical technology and engineering
osagai,component,Technological Sciences > Environmental technology and engineering
saiakuntza,test,Technological Sciences > Electrical technology and engineering
saiakuntza,experiment; test; trial,Technological Sciences > Environmental technology and engineering
sare elektriko,electric network; electrical network; electrical power network,Technological Sciences > Electrical technology and engineering
sare elektriko,electrical network,Technological Sciences > Environmental technology and engineering
tentsio,potential difference; voltage,Technological Sciences > Electrical technology and engineering
tentsio,tension,Technological Sciences > Environmental technology and engineering
tortsio,torque,Technological Sciences > Electrical technology and engineering
tortsio,torsion,Technological Sciences > Environmental technology and engineering
tutu,conduit; duct; pipe,Technological Sciences > Electrical technology and engineering
tutu,pipe,Technological Sciences > Environmental technology and engineering
zanga,trench,Technological Sciences > Electrical technology and engineering
zanga,ditch,Technological Sciences > Environmental technology and engineering
zentral elektriko,electric power plant; electric power station; power station,Technological Sciences > Electrical technology and engineering
zentral elektriko,electric plant,Technological Sciences > Environmental technology and engineering
