Term,Context,Occurrences
eragile,"ratamendu farmakologikoari esker, desagertzearen indizeak altuak izaten dira (>% 90). Talde farmakologikoak eta farmakoak Orain arte, ultzeraren kontrako tratamendu farmakologikoak bi helburu zituen: **eragile** patogenoa den azido klorhidrikoa ahultzea eta zelula-mekanismo babesleak indartzea. Gaur egun, ordea, urdaileko azido klorhidrikoa jaisteko farmakoez eta urdaileko mukosaren babesleak indartzeko farm",426
eragile,"folikoarekin batera hartzen da eragin kaltegarriak murrizteko. Antipaludikoak. Eraginkortasuna txiki-ertaina da. Arazo gutxi eragiten dituzte. Sulfasalazina. Arazo asko baina arinak sortzen dituzte. **Eragile** biologikoak. Eraginkorrak dira, baina oso garestiak eta esperientzia kliniko gutxikoak. Hauek daude merkatuan: TNF-ren aurkako eragileak (etanercept, infliximab, adalimumab), IL-en aurkako eragileak",426
eragile,"akerak egin ostean, Mondragon Unibertsitatearen bultzadarekin fundazioa eratu eta 2011ko irailean Basque Culinary Centerrek lehen ikasturtea mar-txan jarri zuen. BCC proiektu kolektiboa da eta honako **eragile** hauek osatzen dute: batetik, Euskal Herriko zazpi sukaldari ezagunenak –Juan Mari Arzak, Pedro Subijana, Karlos Ar-giñano, Andoni Aduriz, Martin Berasategui, Eneko Atxa eta Hi-lario Arbelaitz-; beste",426
eragile,"isaArtritisaHezurra GiltzadurakZorneaAspiratuaSeptizemiaOdolaOdolaEndokarditisaEndokardioaOdola •Behin lagin egokia mikrobiologia-laborategian, identifikazioa lortuko dugu infekzioaren mikroorganismo **eragile** bera, edo bere osagaiak detektatuz (diagnostiko zuzena), –1) mikroskopia eta kulturen bidezko identifikazio fenotipikoa, –2) genomaren detekzioa –3) antigenoen detekzioa. •edo beraren kontrako erantz",426
eragile,ze:28pt; font-weight:bold; } .T7 { font-size:28pt; } .T8 { font-size:32pt; } .T9 { font-weight:bold; } <!-- ODF styles with no properties representable as CSS --> .dp1 .dp2 .dp3 .dp4 .T1 .T32 .T6 { } **Eragile** fisikoakEragile kimikoak- Bero hezea: AutoklabeaTindalizazioa- Bero lehorra: FlambeatzeaErretzeaPasteur labea- Hotza- Filtrazioa - Izpi ultramoreak - Etileno oxidoa - Formaldehidoa - Glutaraldehidoa,426
eragile,ze:28pt; font-weight:bold; } .T7 { font-size:28pt; } .T8 { font-size:32pt; } .T9 { font-weight:bold; } <!-- ODF styles with no properties representable as CSS --> .dp1 .dp2 .dp3 .dp4 .T1 .T32 .T6 { } **Eragile** fisikoakEragile kimikoak- Bero hezea: AutoklabeaTindalizazioa- Bero lehorra: FlambeatzeaErretzeaPasteur labea- Hotza- Filtrazioa - Izpi ultramoreak - Etileno oxidoa - Formaldehidoa - Glutaraldehidoa,426
eragile,artea: orokortasunak eta erantzun immunearen urratsak II partea: bakterioen eta onddoen kontrako defentsak  III partea: birusen eta parasitoen kontrako defentsak Mikroorganismoen kontrako defentsak **Eragile** infekziosoak ez dira denak berdinak ….. Defentsak “moldatu” egiten dira ahalik eta hoberen mikroorganismo bakoitzaren kontra joateko. Nola egiten dute hori?1.Defentsak “espezializatu” egiten dira. 1.,426
eragile,iten dira. 1.Sistema immuneak mikroorganismo mota ezberdinen kontra egiten du errezeptore mota ugari erabiliz. 2.Sistema immune espezifikoa dago defentsak xede konkretu batetara bideratzen dituena. 3.**Eragile** infekziosoen aurka doazen zelulak aktibatu egiten dira eta modu ezberdinez “prozesatu” mikroorganismoaren “kokapenaren” arabera. 4.“Prozesamendu” ezberdin horrek eta aktibazio ezberdinak sistemak sor,426
eragile,"urreko sentikortasuna Zeharkako diagnostikoa: proba serologikoakErantzun immune espezifikoaren detekzioa Oso garrantzitsuak infekzio batzuetan: HIESA, hepatitisak, mononukleosia, toxoplasmosia,... **Eragile** baten prebalentzia populazio batean aztertzeko Txertoen babes-maila ikusteko Noiz: ◦Kulturetan hazten ez den mikroorganismoa ◦Eramaile osasuntsuak ◦Fase azpiakutuak ◦Kasu bereziak ◦Isolamendu nahas",426
eragile,kliniko ugari → sintomarik gabeko eramaileak ◦N. meningitidis ~ % 10 ◦S. pneumoniae ~ % 70 ◦b motako H. influenzae ~ % 5 LZR LZR Birusak(inbasio zuzena)Birusak(infekzio ondokoa)Birusak ez diren beste **eragile** batzukHerpesbirusakZaldi entzefalitisaEntzefalitis japoniarraDengueaParotiditisaElgorriaLassa sukarraEnterobirusakAmorruaAdenobirusakGIBInfluenza birusaEbola birusaBarizela-Zoster birusaErrubeolaInfl,426
eragile,de bateko gaixotasun infekzioso bat lurralde guztientzako mehatxu bat da → gaixotasun infekziosoek ez dute muga geografikoak errespetatzen Momentu egokian bidaiariei emandako informazioa eta abisuak **eragile** infekziosoaren hedapenean bere eragina du Gaixotasun infekziosoen agerraldiek osasun publikoaren baliabideen eskasiak jartzen dituzte agerian Agertzen diren infekzioak kontrola daitezke nazioarteko,426
eragile,"enterotoxina baten ekintzagatik erlazionatuak daudenak, laginaren 5-10 ml bilduko dira ontzi esteril batean. Mikroskopioan bazilo makur gramnegatibo mugikorrak behatu daitezke Vibrio cholerae denean **eragile** etiologikoa (beherako koleriformea: urtsua edo jariatzailea). Leukozito polimorfonuklearrak edo/eta hematiak behatzen badira ez du etiologia ezberdin batetara bideratzen (beherako inflamatorioa edo d",426
eragile,"TXA: Gram tindaketaren garrantzia diagnostiko arinaren teknika moduan. HELBURUA: Gram tindaketaren garrantzia ezagutu sindrome infekzioso batzuen tratamenduaren oinarri gisa. Prozesu infekzioso baten **eragile** etiologikoa ez da beti ezaguna terapia hasten denean. Kasu horietan, tratamendua inplikaturiko ustezko patogenoen kontra bideraturik egin behar da, koadro klinikoaren arabera, hazkuntza-inguruen eta",426
eragile,"erif; font-size: 12pt } H2.ctl { font-family: ""Times New Roman"", serif; font-size: 12pt; so-language: ar-SA } --> Mikroorganismoen kontrola Mikroorganismoak suntsitzeko edo bere hazkuntza inhibitzeko **eragile** fisiko eta kimikoak edo antimikrobianoak erabil daitezke. Gai honetan lehenengoei buruz hitz egingo dugu. Historian zehar mikroorganismoak kontrolatzeko hainbat metodo erabili izan dira, nahiz eta mi",426
eragile,"sterila dagoen objektu bat, edozein mikroorganismoz aske dago. 4.1 irudia: Mikroorganismoen sailkapena erresistentziaren arabera. 2. Desinfekzioa: mikroorganismo patogenoen suntsipena da. Ohikoena da **eragile** kimikoak erabiltzea desinfekzioa lortzeko, desinfektatzaileak deitzen direnak. 3. Antisepsia: grekotik eratorria anti: aurka, sepsis: usteltzea. Infekzio edo sepsis baten prebentzioa da ehun bizietan",426
eragile,"nak. 3. Antisepsia: grekotik eratorria anti: aurka, sepsis: usteltzea. Infekzio edo sepsis baten prebentzioa da ehun bizietan, esate baterako, larruazalean. Horretarako antiseptikoak erabiltzen dira, **eragile** kimikoak dira ehun gainean jartzen direnak infekzioa prebenitzeko, eta eragile patogenoen hazkuntza inhibitu edo suntsitzen dute. Hauek larruazala ezin dutenez kaltetu, ez dira desinfektatzaileak bez",426
eragile,"edo sepsis baten prebentzioa da ehun bizietan, esate baterako, larruazalean. Horretarako antiseptikoak erabiltzen dira, eragile kimikoak dira ehun gainean jartzen direnak infekzioa prebenitzeko, eta **eragile** patogenoen hazkuntza inhibitu edo suntsitzen dute. Hauek larruazala ezin dutenez kaltetu, ez dira desinfektatzaileak bezain toxikoak. Atzizkiak eragilearen ekintza adierazten du. Horrela –zida (latin",426
eragile,"kterizida, biruzida edo fungizida deituko diogu. Bestetik, -statiko (grekotik dator, statikos: geldiarazi) atzizkirekin daudenek hazkuntza inhibituko dute, baina ez dute suntsipena eragingo; horrela, **eragile** bakteriostatikoak, birustatikoak edo fungistatikoak izango ditugu. Esterilizazio metodoak Eragile desberdinak erabiliz lor daiteke esterilizazioa (4.1 taula): 1. Eragile fisikoak: + Bero hezea: bero",426
eragile,"diarazi) atzizkirekin daudenek hazkuntza inhibituko dute, baina ez dute suntsipena eragingo; horrela, eragile bakteriostatikoak, birustatikoak edo fungistatikoak izango ditugu. Esterilizazio metodoak **Eragile** desberdinak erabiliz lor daiteke esterilizazioa (4.1 taula): 1. Eragile fisikoak: + Bero hezea: bero hezeak lortzen duena da ur molekulek proteinak desnaturalizatzea, hidrogeno zubiak apurtzen direla",426
eragile,"suntsipena eragingo; horrela, eragile bakteriostatikoak, birustatikoak edo fungistatikoak izango ditugu. Esterilizazio metodoak Eragile desberdinak erabiliz lor daiteke esterilizazioa (4.1 taula): 1. **Eragile** fisikoak: + Bero hezea: bero hezeak lortzen duena da ur molekulek proteinak desnaturalizatzea, hidrogeno zubiak apurtzen direlako modu atzeraezinean. Horregatik esterilizazio mekanismo arina eta erag",426
eragile,"zio ionizanteak: gamma izpiak erabiltzen dira, eta hauek gai dira mikroorganismoen azido nukleikoa kaltetzeko. Industrian erabiltzen dira xiringak, eskularruak, hormonak, eta abar esterilizatzeko. 2. **Eragile** kimikoak: + Etileno oxidoa: koloregabeko eta sukoia den gasa da, eta uretan disolbagarria Berora sentikorrak diren objektuak esterilizatzeko erabiltzen da. Eragile toxiko hauek mikroorganismoak inakt",426
eragile,"monak, eta abar esterilizatzeko. 2. Eragile kimikoak: + Etileno oxidoa: koloregabeko eta sukoia den gasa da, eta uretan disolbagarria Berora sentikorrak diren objektuak esterilizatzeko erabiltzen da. **Eragile** toxiko hauek mikroorganismoak inaktibatzen ditu DNAren hidrogeno atomoak beste atomo batzuekin ordezkatuz (hidroxiloa, karboxiloa). Protesiak eta kateterrak esterilizatzeko erabiltzen da. Oso metodo",426
eragile,"steurizazioa da metodorik erabiliena. Beroa erabiltzen da desinfekzioa lortzeko (30 minutu 63-75ºC). Honekin esnea, bereziki, desinfektatzea lortzen dugu. + Likidoak: esterilizatzeko erabiltzen diren **eragile** kimikoak desinfekzioa lortzeko ere erabil daitezke kontzentrazioarekin jokatzen bada. Horrela ditugu: Glutaraldehidoa (%2) Hidrogeno peroxidoa (%3-25) Formaldehidoa (%3-8). Gaur egun oso erabilia da",426
eragile,batera erabiltzen dira. 3. Klorhexidina: fenolaren eratorria da. Bakterioen iragazkortasuna eraldatzen du. Ekintza arina da eta ospitaletan asko erabiltzen da xaboiekin batera larruazala garbitzeko. **Eragile** fisikoak Eragile kimikoak Bero hezea: Autoklabea Tindalizazioa Bero lehorra: Flambeatzea Erretzea Pasteur labea Filtrazioa Izpi ultramoreak Erradiazio ionizanteak Etileno oxidoa Formaldehidoa Glutara,426
eragile,n dira. 3. Klorhexidina: fenolaren eratorria da. Bakterioen iragazkortasuna eraldatzen du. Ekintza arina da eta ospitaletan asko erabiltzen da xaboiekin batera larruazala garbitzeko. Eragile fisikoak **Eragile** kimikoak Bero hezea: Autoklabea Tindalizazioa Bero lehorra: Flambeatzea Erretzea Pasteur labea Filtrazioa Izpi ultramoreak Erradiazio ionizanteak Etileno oxidoa Formaldehidoa Glutaraldehidoa Hidrogen,426
eragile,"umen naturala (habitata) da, bertatik ostalariarengan infekzioa emateko gai izanik. Infekzio-iturria da patogenoa ostalariari transmititzeko lekua, zuzenean ingurunetik edo modu ez-zuzenean bitarteko **eragile** bati esker. Askotan gordelekua eta infekzio-iturria berdinak dira, baina batzuetan ez. Adibidez, dengue deituriko gaixotasunean, gordelekua tximinoa edo gizakia da, baina infekzio-iturria Aedes eltxo",426
eragile,"klasikoak dituztenak; ez-ohikoak, oharkabean pasatzen dira; sintomarik gabekoak edo azpiklinikoak, gaixotasunaren klinika eta sintomak ez dira detektatzen. eramailea: infekzioaren sintomak izan gabe, **eragile** patogenoa barruan du, eta kanpora dezake beste gizaki batzuk kutsatuz. Oso garrantzitsuak dira kutsakortasun altua dutelako, eta gaixotasun infekziosoen agerraldietan eta mantentzean funtsezko papera",426
eragile,"a: eramaile osasuntsua, kolonizazio egoeran edo sintomarik gabeko infekzioa duena, gai delarik patogenoa kanporatzeko gaixotasuna pairatu gabe (poliobirusa, meningokokoa); eramaile inkubazio egoeran, **eragile** patogenoa inkubatzen dagoelako (hepatitisa, elgorria); eramaile gaixondoan, gaixotasunetik sendatu den gizakia, baina patogenoa barruan mantentzen duena (Shigella, Salmonella typhi). Azken hauek eram",426
eragile,"kanismo garrantzitsua dira, printzipalki gorozki-aho bidez transmititzen diren gaixotasunetan eta urdail-hesteetako traktuko gaixotasunetan (enterobakterioak, oxiurasiak, errotabirusak,...). - Airea: **eragile** patogenoa aire tantetara hel daiteke eta hitz egin, eztula egin edo doministikuak egiterakoan kanporatuak izan daitezke, beste gizabanako bat arnasa hartzerakoan bereganatuz. Tamainaren arabera Pflüg",426
eragile,"opulazio gaixokor hau, infekzioa edo gaixotasuna pairatzen duenez, infekzio-iturri moduan joka dezake era berean, eta horrela mikroorganismoak kanporatuko ditu sarrera mekanismo berdinak erabiliz eta **eragile** patogenoa transmitituko du modu bertikalez edo modu horizontalez, gizakiz-gizaki. Gaixotasun infekzioso baten bilakaeran patroi bat jarraitzen du zeinetan hurrengo faseak dauden: 1. Inkubazio epea: p",426
eragile,"en jatorriaren arabera hurrengo neurriak hartuko dira. Isolamendua: gordelekua edota infekzio-iturriaren isolamenduan datza, gizakia zein animalia. Honela transmisio mekanismoak moztea espero da, eta **eragile** patogenoa populazio gaixokorrera ez heltzea. Eramaileak kontrolatzea ere lor daiteke. Koarentena: gizabanako eta animalia osasuntsuen mugimendu eta ekintzen murrizketa da, aldez aurretik gaixotasun k",426
eragile,"immunoglobulina nahiago da animalia jatorria duena baino, hipersentikortasun erreakziorik ez gertatzeko (serumaren gaixotasuna). Antigorputz monoklonalak prestatzen ari dira gizabanakoa prebenitzeko **eragile** patogeno desberdinetatik eta patogenizitate mekanismoak blokeatzeko, hala nola, neutrofiloen atxikidura edo shock septikoa. Jaioberriek immunitate pasibo naturala jasotzen dute amaren immunoglobulina",426
eragile,"zeko. Txerto biziak edo motelduak, inaktibatuak edo hilak, zati proteikoak, toxoideak, errekonbinaketa genetikoz lortutakoak, txerto peptidikoak, eta abar izan daitezke. Txerto inaktibatuak edo hilak **eragile** kimikoz (formola, esate baterako), beroaz, edo eragile patogenoen osagaien purifikazioz lortzen dira. Ohikoena da txerto hauek laguntzaile bati lotzea immunogenizitatea handitzeko. Txerto biziekin ko",426
eragile,"ak, zati proteikoak, toxoideak, errekonbinaketa genetikoz lortutakoak, txerto peptidikoak, eta abar izan daitezke. Txerto inaktibatuak edo hilak eragile kimikoz (formola, esate baterako), beroaz, edo **eragile** patogenoen osagaien purifikazioz lortzen dira. Ohikoena da txerto hauek laguntzaile bati lotzea immunogenizitatea handitzeko. Txerto biziekin konparatuz, txerto inaktibatu hauek dituzten desabantaila",426
eragile,"erresistentzia. Immunitate innatoa, berezko: infekzioen hasieran eta era ez-espezifikoan, indibiduoaren babesean parte hartzen duten mekanismo taldea. Immunoeskasia: : immunitate-sistemaren mekanismo **eragile** bat edo gehiago akastunak edo ez-funtzionalak edukitzea. Immunogeno: erantzun immunitario espezifikoa induzi dezakeen antigenoa. Immunokonplexu: antigeno bat, berarentzat espezifikoa den antigorputza",426
eragile,"zun immunea zelulen bidezkoa baldin bada, produktuak immunitate babeskorra ere emango du. Azken urte honetan, mikrobiologiaren garrantzia handia izan da, gaixotasun infekziosoen eragileak aurkitzeko, **eragile** kimioterapiko berriak bilatzeko, bakterioen metabolismoan lan egiteko. Biologia molekularraren aurrerapenean ere, garrantzia nabarmena izan da. Honen guztiaren adierazlea mikrobiologia arloan eman di",426
eragile,"garapena 1989 Michael J. Bishop Harold E. Varmus Erretrobirus onkogeneen jatorri zelularraren aurkikuntza 1997 Stanley Prusiner Prioiak 1.2 taula: Mikrobiologia arloan emandako Nobel Sari batzuk. 2. **Eragile** patogenoen biologia Mikroorganismo ugari daudenez gero, taldetan sailkatu eta ordenatu behar dira. Taxonomia (grekotik eratorria, taxis: ordena eta nemein: banatu edo gobernatu adierazi nahi dute) sa",426
eragile,"dianara blokeatu IgG-k ekintza antibirala handia du 3.2 taula: Birusen kontrako erantzun immunearen laburpena. 4. Mikroorganismoen kontrola Mikroorganismoak suntsitzeko edo bere hazkuntza inhibitzeko **eragile** fisiko eta kimikoak edo antimikrobianoak erabil daitezke. Gai honetan lehenengoei buruz hitz egingo dugu. Historian zehar mikroorganismoak kontrolatzeko hainbat metodo erabili izan dira, nahiz eta mi",426
eragile,"sterila dagoen objektu bat, edozein mikroorganismoz aske dago. 4.1 irudia: Mikroorganismoen sailkapena erresistentziaren arabera. 2. Desinfekzioa: mikroorganismo patogenoen suntsipena da. Ohikoena da **eragile** kimikoak erabiltzea desinfekzioa lortzeko, desinfektatzaileak deitzen direnak. 3. Antisepsia: grekotik eratorria anti: aurka, sepsis: usteltzea. Infekzio edo sepsis baten prebentzioa da ehun bizietan",426
eragile,"nak. 3. Antisepsia: grekotik eratorria anti: aurka, sepsis: usteltzea. Infekzio edo sepsis baten prebentzioa da ehun bizietan, esate baterako, larruazalean. Horretarako antiseptikoak erabiltzen dira, **eragile** kimikoak dira ehun gainean jartzen direnak infekzioa prebenitzeko, eta eragile patogenoen hazkuntza inhibitu edo suntsitzen dute. Hauek larruazala ezin dutenez kaltetu, ez dira desinfektatzaileak bez",426
eragile,"edo sepsis baten prebentzioa da ehun bizietan, esate baterako, larruazalean. Horretarako antiseptikoak erabiltzen dira, eragile kimikoak dira ehun gainean jartzen direnak infekzioa prebenitzeko, eta **eragile** patogenoen hazkuntza inhibitu edo suntsitzen dute. Hauek larruazala ezin dutenez kaltetu, ez dira desinfektatzaileak bezain toxikoak. Atzizkiak eragilearen ekintza adierazten du. Horrela –zida (latin",426
eragile,"kterizida, biruzida edo fungizida deituko diogu. Bestetik, -statiko (grekotik dator, statikos: geldiarazi) atzizkirekin daudenek hazkuntza inhibituko dute, baina ez dute suntsipena eragingo; horrela, **eragile** bakteriostatikoak, birustatikoak edo fungistatikoak izango ditugu. Esterilizazio metodoak Eragile desberdinak erabiliz lor daiteke esterilizazioa (4.1 taula): 1. Eragile fisikoak: + Bero hezea: bero",426
eragile,"diarazi) atzizkirekin daudenek hazkuntza inhibituko dute, baina ez dute suntsipena eragingo; horrela, eragile bakteriostatikoak, birustatikoak edo fungistatikoak izango ditugu. Esterilizazio metodoak **Eragile** desberdinak erabiliz lor daiteke esterilizazioa (4.1 taula): 1. Eragile fisikoak: + Bero hezea: bero hezeak lortzen duena da ur molekulek proteinak desnaturalizatzea, hidrogeno zubiak apurtzen direla",426
eragile,"suntsipena eragingo; horrela, eragile bakteriostatikoak, birustatikoak edo fungistatikoak izango ditugu. Esterilizazio metodoak Eragile desberdinak erabiliz lor daiteke esterilizazioa (4.1 taula): 1. **Eragile** fisikoak: + Bero hezea: bero hezeak lortzen duena da ur molekulek proteinak desnaturalizatzea, hidrogeno zubiak apurtzen direlako modu atzeraezinean. Horregatik esterilizazio mekanismo arina eta erag",426
eragile,"zio ionizanteak: gamma izpiak erabiltzen dira, eta hauek gai dira mikroorganismoen azido nukleikoa kaltetzeko. Industrian erabiltzen dira xiringak, eskularruak, hormonak, eta abar esterilizatzeko. 2. **Eragile** kimikoak: + Etileno oxidoa: koloregabeko eta sukoia den gasa da, eta uretan disolbagarria Berora sentikorrak diren objektuak esterilizatzeko erabiltzen da. Eragile toxiko hauek mikroorganismoak inakt",426
eragile,"monak, eta abar esterilizatzeko. 2. Eragile kimikoak: + Etileno oxidoa: koloregabeko eta sukoia den gasa da, eta uretan disolbagarria Berora sentikorrak diren objektuak esterilizatzeko erabiltzen da. **Eragile** toxiko hauek mikroorganismoak inaktibatzen ditu DNAren hidrogeno atomoak beste atomo batzuekin ordezkatuz (hidroxiloa, karboxiloa). Protesiak eta kateterrak esterilizatzeko erabiltzen da. Oso metodo",426
