Term,Context,Occurrences
temperature,"ity. Diffusion forces efficiently counteract gravitation forces under normal conditions prevailing on Earth. The case of condensable vapors is different: once the saturation vapor pressure at a given **temperature** is reached, vapor excess condenses into the liquid state. Liquids dissolve gases, other liquids, and solids. An example of a dissolved gas is oxygen in water, which allows fish to breathe under water",338
temperature,"te particles can be dissolved; the solution is said to be saturated. However, the point at which a solution can become saturated can change significantly with different environmental factors, such as **temperature**, pressure, and contamination. For some solute-solvent combinations, a supersaturated solution can be prepared by raising the solubility (for example by increasing the temperature) to dissolve more so",338
temperature,"tal factors, such as temperature, pressure, and contamination. For some solute-solvent combinations, a supersaturated solution can be prepared by raising the solubility (for example by increasing the **temperature**) to dissolve more solute and then lowering it (for example by cooling). Usually, the greater the temperature of the solvent, the more of a given solid solute it can dissolve. However, most gases and",338
temperature,"aturated solution can be prepared by raising the solubility (for example by increasing the temperature) to dissolve more solute and then lowering it (for example by cooling). Usually, the greater the **temperature** of the solvent, the more of a given solid solute it can dissolve. However, most gases and some compounds exhibit solubilities that decrease with increased temperature. Such behavior is a result of an",338
temperature,"oling). Usually, the greater the temperature of the solvent, the more of a given solid solute it can dissolve. However, most gases and some compounds exhibit solubilities that decrease with increased **temperature**. Such behavior is a result of an exothermic enthalpy of solution. Some surfactants exhibit this behaviour. The solubility of liquids in liquids is generally less temperature-sensitive than that of so",338
temperature,t decrease with increased temperature. Such behavior is a result of an exothermic enthalpy of solution. Some surfactants exhibit this behaviour. The solubility of liquids in liquids is generally less **temperature**-sensitive than that of solids or gases. The physical properties of compounds such as melting point and boiling point change when other compounds are added. Together they are called colligative proper,338
temperature,"n range from mild to severe, and are potentially fatal. Symptoms in mild cases include high blood pressure and a fast heart rate; usually without a fever. Symptoms in moderate cases include high body **temperature**, agitation, increased reflexes, tremor, sweating, dilated pupils, and diarrhea. In severe cases, body temperature can increase to greater than . Complications may include seizures and extensive muscl",338
temperature,"ast heart rate; usually without a fever. Symptoms in moderate cases include high body temperature, agitation, increased reflexes, tremor, sweating, dilated pupils, and diarrhea. In severe cases, body **temperature** can increase to greater than . Complications may include seizures and extensive muscle breakdown. Serotonin syndrome is typically caused by the use of two or more serotonergic medications or drugs. T",338
temperature,"ions which may be contributing. In those who are agitated, benzodiazepines may be used. If this is not sufficient, a serotonin antagonist such as cyproheptadine may be used. In those with a high body **temperature**, active cooling measures may be needed. The number of cases of SS that occur each year is unclear. With appropriate medical intervention the risk of death is low, likely less than 1%. The high-profil",338
temperature,"ereas hyperreflexia is symptomatic of exposure to serotonin agonists. Moderate intoxication includes additional abnormalities such as hyperactive bowel sounds, high blood pressure and hyperthermia; a **temperature** as high as . The overactive reflexes and clonus in moderate cases may be greater in the lower limbs than in the upper limbs. Mental changes include hypervigilance or insomnia and agitation. Severe sy",338
temperature,"may be greater in the lower limbs than in the upper limbs. Mental changes include hypervigilance or insomnia and agitation. Severe symptoms include severe increases in heart rate and blood pressure. **Temperature** may rise to above in life-threatening cases. Other abnormalities include metabolic acidosis, rhabdomyolysis, seizures, kidney failure, and disseminated intravascular coagulation; these effects usuall",338
temperature,"lation is an important factor in determining the course of treatment. Serotonin is catabolized by monoamine oxidase A in the presence of oxygen, so if care is taken to prevent an unsafe spike in body **temperature** or metabolic acidosis, oxygenation will assist in dispatching the excess serotonin. The same principle applies to alcohol intoxication. In cases of SS caused by MAOIs, oxygenation will not help to di",338
temperature,"recommended for muscular paralysis as it may increase the risk of cardiac dysrhythmia from hyperkalemia associated with rhabdomyolysis. Antipyretic agents are not recommended as the increase in body **temperature** is due to muscular activity, not a hypothalamic temperature set point abnormality. Upon the discontinuation of serotonergic drugs, most cases of SS resolve within 24 hours, although in some cases del",338
temperature,"isk of cardiac dysrhythmia from hyperkalemia associated with rhabdomyolysis. Antipyretic agents are not recommended as the increase in body temperature is due to muscular activity, not a hypothalamic **temperature** set point abnormality. Upon the discontinuation of serotonergic drugs, most cases of SS resolve within 24 hours, although in some cases delirium may persist for a number of days. Symptoms typically p",338
temperature,"of fast C gel phase NMR spectroscopy and magic angle spinning 1 H NMR spectroscopy to monitor the progress of reactions and showed that most imines could be formed in as little as 10 minutes at room **temperature** when trimethyl orthoformate was used as the solvent. The formed imines were then derivatized to generate 4-thiazolidinones, B-lactams, and pyrrolidines. The use of solid-phase supports greatly simpli",338
temperature,"solvent removal occurs under supercritical conditions, the network does not shrink and a highly porous, low-density material known as an ""aerogel"" is produced. Heat treatment of a xerogel at elevated **temperature** produces viscous sintering (shrinkage of the xerogel due to a small amount of viscous flow) which results in a denser and more robust solid, the density and porosity achieved depend on the sintering",338
temperature,"e at high field strengths. The following table gives some typical values. The relative low frequency permittivity of ice is ~96 at −10.8 °C, falling to 3.15 at high frequency, which is independent of **temperature**. It remains in the range 3.12–3.19 for frequencies between about 1 MHz and the far infrared region. The relative static permittivity, ""ε"", can be measured for static electric fields as follows: first",338
temperature,"s of transmission. However, in these cases it is technically the relative permittivity that matters, as they are not operated in the electrostatic limit. The relative permittivity of air changes with **temperature**, humidity, and barometric pressure. Sensors can be constructed to detect changes in capacitance caused by changes in the relative permittivity. Most of this change is due to effects of temperature an",338
temperature,"th temperature, humidity, and barometric pressure. Sensors can be constructed to detect changes in capacitance caused by changes in the relative permittivity. Most of this change is due to effects of **temperature** and humidity as the barometric pressure is fairly stable. Using the capacitance change, along with the measured temperature, the relative humidity can be obtained using engineering formulas. The rela",338
temperature,"nges in the relative permittivity. Most of this change is due to effects of temperature and humidity as the barometric pressure is fairly stable. Using the capacitance change, along with the measured **temperature**, the relative humidity can be obtained using engineering formulas. The relative static permittivity of a solvent is a relative measure of its chemical polarity. For example, water is very polar, and",338
temperature,"ng from biogenic sources and human-made. Volcanic aerosol forms in the stratosphere after an eruption as droplets of sulfuric acid that can prevail for up to two years, and reflect sunlight, lowering **temperature**. Desert dust, mineral particles blown to high altitudes, absorb heat and may be responsible for inhibiting storm cloud formation. Human-made sulfate aerosols, primarily from burning oil and coal, aff",338
temperature,"ng from biogenic sources and human-made. Volcanic aerosol forms in the stratosphere after an eruption as droplets of sulfuric acid that can prevail for up to two years, and reflect sunlight, lowering **temperature**. Desert dust, mineral particles blown to high altitudes, absorb heat and may be responsible for inhibiting storm cloud formation. Human-made sulfate aerosols, primarily from burning oil and coal, aff",338
temperature,"ree molecular regime is: where ""a"" is the particle radius, ""P"" and ""P"" are the pressures far from the droplet and at the surface of the droplet respectively, ""k"" is the Boltzmann constant, ""T"" is the **temperature**, ""C"" is mean thermal velocity and ""α"" is mass accommodation coefficient. The derivation of this equation assumes constant pressure and constant diffusion coefficient. Particles are in the ""continuum",338
temperature,": where ""a"" is the radius of the particle ""A"", ""M"" is the molecular mass of the particle ""A"", ""D"" is the diffusion coefficient between particles ""A"" and ""B"", ""R"" is the ideal gas constant, ""T"" is the **temperature** (in absolute units like kelvin), and ""P"" and ""P"" are the pressures at infinite and at the surface respectively. The ""transition regime"" contains all the particles in between the free molecular and co",338
temperature,"is the saturation ratio. Kelvin equation for saturation vapor pressure above a curved surface is: where ""r"" droplet radius, ""σ"" surface tension of droplet, ""ρ"" density of liquid, ""M"" molar mass, ""T"" **temperature**, and ""R"" molar gas constant. There are no general solutions to the general dynamic equation (GDE); common methods used to solve the general dynamic equation include: Aerosols can either be measured i",338
temperature,"mpathomimetics, that is they stimulate the sympathetic branch of the autonomic nervous system. This leads to effects such as mydriasis, increased heart rate, blood pressure, respiratory rate and body **temperature**. When these changes become pathological, they are called arrhythmia, hypertension, and hyperthermia, and may lead to rhabdomyolysis, stroke, cardiac arrest, or seizures. However, given the complexity",338
temperature,"ator or Powder Compaction Simulator. This is a computer controlled device that can measure the punch positions, punch pressures, friction forces, die wall pressures, and sometimes the tablet internal **temperature** during the compaction event. Numerous experiments with small quantities of different mixtures can be performed to optimise a formulation. Mathematically corrected punch motions can be programmed to s",338
temperature,"o treat traveler's diarrhea, as a vehicle for the administration of food, water or medicine, as a stimulant to the general system, as a local application and, more rarely, as a means of reducing body **temperature**, as treatment for encopresis, and as a form of rehydration therapy (proctoclysis) in patients for whom intravenous therapy is not applicable. The principal medical usages of enemas are: As bowel stim",338
temperature,"tion of the intestinal mucosa which stimulates peristalsis and lubricates the stool to encourage a bowel movement. An enema's efficacy depends on several factors including the volume injected and the **temperature** and the contents of the infusion. In order for the enema to be effective the patient should retain the solution for five to ten minutes, as tolerated. or, as some nursing textbooks recommend, for fiv",338
temperature,"owel mucosa irritant serving to induce peristalsis via a hyperosmotic effect. It is used in a dilute solution, e.g., 5%. Equal parts of milk and molasses heated together to slightly above normal body **temperature** have been used. Neither the milk sugars and proteins nor the molasses are absorbed in the lower intestine, thus keeping the water from the enema in the intestine. Studies have shown that milk and mol",338
temperature,"e hydrophobic core of the micelles. The micelle can remove grease, protein or soiling particles. The concentration at which micelles start to form is the critical micelle concentration (CMC), and the **temperature** at which the micelles further aggregate to separate the solution into two phases is the cloud point when the solution becomes cloudy and detergency is optimal. Detergents work better in an alkaline p",338
temperature,"ntaining hydrophilic groups, which are bonded to hydrophobic parent structures. The water-solubility of the oxygen groups is the result of hydrogen bonding. Hydrogen bonding decreases with increasing **temperature**, and the water solubility of non-ionic surfactants therefore decreases with increasing temperature. Non-ionic surfactants are less sensitive to water hardness than anionic surfactants, and they foam",338
temperature,"y of the oxygen groups is the result of hydrogen bonding. Hydrogen bonding decreases with increasing temperature, and the water solubility of non-ionic surfactants therefore decreases with increasing **temperature**. Non-ionic surfactants are less sensitive to water hardness than anionic surfactants, and they foam less strongly. The differences between the individual types of non-ionic surfactants are slight, an",338
temperature,"ty acid ethoxylates are a class of very versatile surfactants, which combine in a single molecule the characteristic of a weakly anionic, pH-responsive head group with the presence of stabilizing and **temperature** responsive ethyleneoxide units. Spans: Tweens: Surfactants are usually organic compounds that are akin to amphiphilic, which means that this molecule, being as double-agent, each contains a hydrophil",338
temperature,"of water can be dried out of the particles at lower temperatures if larger towers are used. Alternatively, the slurry can be sprayed into a partial vacuum. Since the boiling point of a solvent is the **temperature** at which the vapor pressure of the solvent is equal to the ambient pressure, reducing pressure in the tower has the effect of lowering the boiling point of the solvent. The application of the spray d",338
temperature,ed residence times. Recent research is now suggesting that the use of spray-drying techniques may be an alternative method for crystallization of amorphous powders during the drying process since the **temperature** effects on the amorphous powders may be significant depending on drying residence times. The spray drying process contains a variety of input parameters that can alter the shape and size of yielded p,338
temperature,"rticle can take towards its yielded shape and size. Certain parameters like spraying gas flow, feed rate, and the solution concentration heavily influence the yielded particle size, whereas the inlet **temperature** plays a significant role into the shape of the particle at the end. Particle size has a great correlation with the original size of the solution droplet from the atomizer, so the greatest way to cont",338
temperature,"ng the initial droplet larger or smaller. Once the initial droplet enters the drying chamber, the droplet can continue to crust formation, or no particle will be formed. From the crust formation, the **temperature** of the drying process and duration of the particle in the drying process can lead the particle toward a dry shell or a deformed particle. The dry shell can proceed into a solid particle or a shattere",338
temperature,"high-voltage capacitors. Vegetable oils such as castor oil are typically unattractive alternatives to petroleum-derived lubricants because of their poor oxidative stability. Castor oil has better low-**temperature** viscosity properties and high-temperature lubrication than most vegetable oils, making it useful as a lubricant in jet, diesel, and racing engines. The viscosity of castor oil at 10 °C is 2,420 centi",338
temperature,"ch as castor oil are typically unattractive alternatives to petroleum-derived lubricants because of their poor oxidative stability. Castor oil has better low-temperature viscosity properties and high-**temperature** lubrication than most vegetable oils, making it useful as a lubricant in jet, diesel, and racing engines. The viscosity of castor oil at 10 °C is 2,420 centipoise, but it tends to form gums in a shor",338
temperature,"rounding tissue, most commonly a vesicant or chemotherapeutic agent. In such cases, the infiltration is termed extravasation, and may cause necrosis. If the solutions administered are colder than the **temperature** of the body, induced hypothermia can occur. If the temperature change to the heart is rapid, ventricular fibrillation may result. Furthermore, if a solution which is not balanced in concentration is",338
temperature,"gent. In such cases, the infiltration is termed extravasation, and may cause necrosis. If the solutions administered are colder than the temperature of the body, induced hypothermia can occur. If the **temperature** change to the heart is rapid, ventricular fibrillation may result. Furthermore, if a solution which is not balanced in concentration is administered, a person's electrolytes may become imbalanced. In",338
temperature,"es and solutes is usually described through isotherms, that is, the amount of adsorbate on the adsorbent as a function of its pressure (if gas) or concentration (for liquid phase solutes) at constant **temperature**. The quantity adsorbed is nearly always normalized by the mass of the adsorbent to allow comparison of different materials. To date, 15 different isotherm models have been developed. The first mathem",338
temperature,"ressure of adsorbate (this can be changed to concentration if investigating solution rather than gas), and formula_5 and formula_6 are empirical constants for each adsorbent–adsorbate pair at a given **temperature**. The function is not adequate at very high pressure because in reality formula_7 has an asymptotic maximum as pressure increases without bound. As the temperature increases, the constants formula_5 a",338
temperature,"adsorbent–adsorbate pair at a given temperature. The function is not adequate at very high pressure because in reality formula_7 has an asymptotic maximum as pressure increases without bound. As the **temperature** increases, the constants formula_5 and formula_6 change to reflect the empirical observation that the quantity adsorbed rises more slowly and higher pressures are required to saturate the surface. Ir",338
temperature,"gh pressures formula_16. The value of formula_11 is difficult to measure experimentally; usually, the adsorbate is a gas and the quantity adsorbed is given in moles, grams, or gas volumes at standard **temperature** and pressure (STP) per gram of adsorbent. If we call ""v"" the STP volume of adsorbate required to form a monolayer on the adsorbent (per gram of adsorbent), then formula_18, and we obtain an expressio",338
temperature,"ent), then formula_18, and we obtain an expression for a straight line: Through its slope and ""y"" intercept we can obtain ""v"" and ""K"", which are constants for each adsorbent–adsorbate pair at a given **temperature**. ""v"" is related to the number of adsorption sites through the ideal gas law. If we assume that the number of sites is just the whole area of the solid divided into the cross section of the adsorbate",338
temperature,"ws: The derivation of the formula is more complicated than Langmuir's (see links for complete derivation). We obtain: where ""x"" is the pressure divided by the vapor pressure for the adsorbate at that **temperature** (usually denoted formula_25), ""v"" is the STP volume of adsorbed adsorbate, ""v"" is the STP volume of the amount of adsorbate required to form a monolayer, and ""c"" is the equilibrium constant ""K"" we us",338
temperature,"l accumulate over time giving the adsorption curve over time. If the desorption rate is larger, the number of molecules on the surface will decrease over time. The adsorption rate is dependent on the **temperature**, the diffusion rate of the solute (related to mean free path for pure gas), and the energy barrier between the molecule and the surface. The diffusion and key elements of the adsorption rate can be c",338
temperature,pecial care to determine a specific value of formula_37 in a particular measurement. The desorption of a molecule from the surface depends on the binding energy of the molecule to the surface and the **temperature**. The typical overall adsorption rate is thus often a combined result of the adsorption and desorption. Since 1980 two theories were worked on to explain adsorption and obtain equations that work. The,338
temperature,"nitions of the other symbols is as follows: where ""ads"" stands for ""adsorbed"", ""m"" stands for ""monolayer equivalence"" and ""vap"" is reference to the vapor pressure of the liquid adsorptive at the same **temperature** as the solid sample. The unit function creates the definition of the molar energy of adsorption for the first adsorbed molecule by: The plot of formula_42 adsorbed versus formula_43 is referred to as",338
temperature,"tural gas) and adsorption of heavy (polar) hydrocarbons from natural gas. Zeolites are natural or synthetic crystalline aluminosilicates, which have a repeating pore network and release water at high **temperature**. Zeolites are polar in nature. They are manufactured by hydrothermal synthesis of sodium aluminosilicate or another silica source in an autoclave followed by ion exchange with certain cations (Na, Li",338
temperature,"e silica sources or by dealumination of aluminum-containing zeolites. The dealumination process is done by treating the zeolite with steam at elevated temperatures, typically greater than . This high **temperature** heat treatment breaks the aluminum-oxygen bonds and the aluminum atom is expelled from the zeolite framework. The term ""adsorption"" itself was coined by Heinrich Kayser in 1881 in the context of upta",338
temperature,"aterial over in an oxygen-free atmosphere that cannot support combustion. The carbonized particles are then ""activated"" by exposing them to an oxidizing agent, usually steam or carbon dioxide at high **temperature**. This agent burns off the pore blocking structures created during the carbonization phase and so, they develop a porous, three-dimensional graphite lattice structure. The size of the pores developed",338
temperature,", chemical reaction pathways and catalytic performance in a wide range of systems. In the case of physically adsorbed water, surface hydration can be eliminated simply through drying at conditions of **temperature** and pressure allowing full vaporization of water. For chemically adsorbed water, hydration may be in the form of either dissociative adsorption, where HO molecules are dissociated into surface adsorb",338
temperature,"proposed for carbon capture and storage are zeolites and MOFs. The customization of adsorbents makes them a potentially attractive alternative to absorption. Because adsorbents can be regenerated by **temperature** or pressure swing, this step can be less energy intensive than absorption regeneration methods. Major problems that are present with adsorption cost in carbon capture are: regenerating the adsorbent,",338
temperature,"of the use of azodicarbonamide as a blowing agent is found in the manufacture of vinyl (PVC) and EVA-PE foams, where it plays a role in the formation of air bubbles by breaking down into gas at high **temperature**. The random or ""stochastic"" geometry of these foams makes them good for energy absorption, as well. In the late 20th century to early 21st century, new manufacturing techniques have allowed for geome",338
temperature,"solid, in that it holds its shape indefinitely like a solid, but it can be forced to take the shape of its container without breaking apart, like a liquid, though it does not flow on its own. At room **temperature**, it has 20.9% solid fat content. Its partially crystalline stacks of lamellar sheets, which immobilize the liquid portion, make up its microstructure. In general, only 7–13% of it is made up of high",338
temperature,"i l-Madd wa l-Fazr"" (""Treatise on the Efficient Cause of the Flow and Ebb""), al-Kindi presents a theory on tides which ""depends on the changes which take place in bodies owing to the rise and fall of **temperature**."" In order to support his argument, he gave a description of a scientific experiment as follows: One can also observe by the senses... how in consequence of extreme cold air changes into water. To do",338
temperature,"r is used by marksmen to blacken the front and rear sights of rifles to prevent the sights from reflecting. This is done by setting light to a small amount of camphor, which burns at a relatively low **temperature**, and using the soot rising from the flame to deposit a coating on a surface held above it. Historically, this soot blackening was also used to coat barograph record charts. Camphor is believed to be",338
temperature,"or living at one time. They are the biggest enemy of indoor air quality specialists because they are contaminants that cause health problems. Levels of biological contamination depend on humidity and **temperature** that supports the livelihood of micro-organisms. The presence of pets, plants, rodents, and insects will raise the level of biological contamination. Sheath air is clean filtered air that surrounds t",338
temperature,"inders, and bilayers, are also possible. The shape and size of a micelle are a function of the molecular geometry of its surfactant molecules and solution conditions such as surfactant concentration, **temperature**, pH, and ionic strength. The process of forming micelles is known as micellisation and forms part of the phase behaviour of many lipids according to their polymorphism. The ability of a soapy solutio",338
temperature,"een from the point of view of an effective charge in hydration of the system. Micelles form only when the concentration of surfactant is greater than the critical micelle concentration (CMC), and the **temperature** of the system is greater than the critical micelle temperature, or Krafft temperature. The formation of micelles can be understood using thermodynamics: Micelles can form spontaneously because of a b",338
temperature,"of the system. Micelles form only when the concentration of surfactant is greater than the critical micelle concentration (CMC), and the temperature of the system is greater than the critical micelle **temperature**, or Krafft temperature. The formation of micelles can be understood using thermodynamics: Micelles can form spontaneously because of a balance between entropy and enthalpy. In water, the hydrophobic",338
temperature,"form only when the concentration of surfactant is greater than the critical micelle concentration (CMC), and the temperature of the system is greater than the critical micelle temperature, or Krafft **temperature**. The formation of micelles can be understood using thermodynamics: Micelles can form spontaneously because of a balance between entropy and enthalpy. In water, the hydrophobic effect is the driving f",338
temperature,"ally frozen micelles"". These can be achieved in two ways: when the unimers forming the micelles are not soluble in the solvent of the micelle solution, or if the core forming blocks are glassy at the **temperature** in which the micelles are found. Kinetically frozen micelles are formed when either of these conditions is met. A special example in which both of these conditions are valid is that of polystyrene-b-",338
temperature,"ene oxide). This block copolymer is characterized by the high hydrophobicity of the core forming block, PS, which causes the unimers to be insoluble in water. Moreover, PS has a high glass transition **temperature** which is, depending on the molecular weight, higher than room temperature. Thanks to these two characteristics, a water solution of PS-PEO micelles of sufficiently high molecular weight can be consid",338
temperature,"ty of the core forming block, PS, which causes the unimers to be insoluble in water. Moreover, PS has a high glass transition temperature which is, depending on the molecular weight, higher than room **temperature**. Thanks to these two characteristics, a water solution of PS-PEO micelles of sufficiently high molecular weight can be considered kinetically frozen. This means that none of the relaxation processes,",338
temperature,"ired for the formulator to use further accelerating methods in order to reach reasonable development time for new product design. Thermal methods are the most commonly used and consists in increasing **temperature** to accelerate destabilisation (below critical temperatures of phase and degradation). Temperature affects not only the viscosity, but also interfacial tension in the case of non-ionic surfactants or",338
temperature,"nt time for new product design. Thermal methods are the most commonly used and consists in increasing temperature to accelerate destabilisation (below critical temperatures of phase and degradation). **Temperature** affects not only the viscosity, but also interfacial tension in the case of non-ionic surfactants or more generally interactions forces inside the system. Storing a dispersion at high temperatures en",338
temperature,"alled ATP is often actually Mg-ATP. Nucleic acids have an important range of interactions with Mg. The binding of Mg to DNA and RNA stabilises structure; this can be observed in the increased melting **temperature** (""T"") of double-stranded DNA in the presence of Mg. In addition, ribosomes contain large amounts of Mg and the stabilisation provided is essential to the complexation of this ribo-protein. A large nu",338
temperature,"ly honey. Modern teapills, however, are extracted in stainless steel extractors to create either a water decoction or water-alcohol decoction, depending on the herbs used. They are extracted at a low **temperature** (below ) to preserve essential ingredients. The extracted liquid is then further condensed, and some raw herb powder from one of the herbal ingredients is mixed in to form a herbal dough. This dough",338
temperature,"t imbalance. Short day length promotes asparagine formation, whereas glutamine is produced under long day regimes. Darkness favors protein breakdown accompanied by high asparagine accumulation. Night **temperature** modifies the effects due to night length, and soluble nitrogen tends to accumulate owing to retarded synthesis and breakdown of proteins. Low night temperature conserves glutamine; high night tempera",338
temperature,"by high asparagine accumulation. Night temperature modifies the effects due to night length, and soluble nitrogen tends to accumulate owing to retarded synthesis and breakdown of proteins. Low night **temperature** conserves glutamine; high night temperature increases accumulation of asparagine because of breakdown. Deficiency of K accentuates differences between long- and short-day plants. The pool of soluble",338
temperature,"erature modifies the effects due to night length, and soluble nitrogen tends to accumulate owing to retarded synthesis and breakdown of proteins. Low night temperature conserves glutamine; high night **temperature** increases accumulation of asparagine because of breakdown. Deficiency of K accentuates differences between long- and short-day plants. The pool of soluble nitrogen is much smaller than in well-nouris",338
temperature,"growth. When soil-potassium levels are high, plants take up more potassium than needed for healthy growth. The term ""luxury consumption"" has been applied to this. Potassium intake increases with root **temperature** and depresses calcium uptake. Calcium to boron ratio must be maintained in a narrow range for normal plant growth. Lack of boron causes failure of calcium metabolism which produces hollow heart in be",338
temperature,"low solubility in water, but is an excellent emulsifier. In aqueous solution, its phospholipids can form either liposomes, bilayer sheets, micelles, or lamellar structures, depending on hydration and **temperature**. This results in a type of surfactant that usually is classified as amphipathic. Lecithin is sold as a food additive and dietary supplement. In cooking, it is sometimes used as an emulsifier and to p",338
temperature,"inal yeast infections is one of the most common uses of pharmaceutical pessaries. They are also known as vaginal suppositories, which are inserted into the vagina and are designed to dissolve at body **temperature**. They usually contain a single use antifungal agent such as clotrimazole. Oral antifungal agents are also available. Pessaries can also be used in a similar way to help induce labor for women who hav",338
temperature,"ation of anesthetic agents from liquid, and then accurately controlling the concentration in which these are added to the fresh gas flow. The design of these devices takes account of varying: ambient **temperature**, fresh gas flow, and agent vapor pressure. There are generally two types of vaporizers: plenum and drawover. Both have distinct advantages and disadvantages. The ""dual-circuit gas-vapor blender"" is a",338
temperature,"ith the wrong agent is extremely difficult. A mixture of two agents in a vaporizer could result in unpredictable performance from the vaporizer. Saturated vapor pressure for any one agent varies with **temperature**, and plenum vaporizers are designed to operate within a specific temperature range. They have several features designed to compensate for temperature changes (especially cooling by evaporation). They",338
temperature,"rizer could result in unpredictable performance from the vaporizer. Saturated vapor pressure for any one agent varies with temperature, and plenum vaporizers are designed to operate within a specific **temperature** range. They have several features designed to compensate for temperature changes (especially cooling by evaporation). They often have a metal jacket weighing about 5 kg, which equilibrates with the t",338
temperature,"ated vapor pressure for any one agent varies with temperature, and plenum vaporizers are designed to operate within a specific temperature range. They have several features designed to compensate for **temperature** changes (especially cooling by evaporation). They often have a metal jacket weighing about 5 kg, which equilibrates with the temperature in the room and provides a source of heat. In addition, the en",338
temperature,"e range. They have several features designed to compensate for temperature changes (especially cooling by evaporation). They often have a metal jacket weighing about 5 kg, which equilibrates with the **temperature** in the room and provides a source of heat. In addition, the entrance to the vaporizing chamber is controlled by a bimetallic strip, which admits more gas to the chamber as it cools, to compensate for",338
temperature,"ition, the entrance to the vaporizing chamber is controlled by a bimetallic strip, which admits more gas to the chamber as it cools, to compensate for the loss of efficiency of evaporation. The first **temperature**-compensated plenum vaporizer was the Cyprane 'FluoTEC' Halothane vaporizer, released onto the market shortly after Halothane was introduced into clinical practice in 1956. The drawover vaporizer is d",338
temperature,"r. The drawover vaporizer may be mounted either way round, and may be used in circuits where re-breathing takes place, or inside the circle breathing attachment. Drawover vaporizers typically have no **temperature** compensating features. With prolonged use, the liquid agent may cool to the point where condensation and even frost may form on the outside of the reservoir. This cooling impairs the efficiency of th",338
temperature,"veterinary anesthesia. The third category of vaporizer (the dual-circuit gas–vapor blender) was created specifically for the agent desflurane. Desflurane boils at 23.5 °C, which is very close to room **temperature**. This means that at normal operating temperatures, the saturated vapor pressure of desflurane changes greatly with only small fluctuations in temperature. This means that the features of a normal ple",338
temperature,"boils at 23.5 °C, which is very close to room temperature. This means that at normal operating temperatures, the saturated vapor pressure of desflurane changes greatly with only small fluctuations in **temperature**. This means that the features of a normal plenum vaporizer are not sufficient to ensure an accurate concentration of desflurane. Additionally, on a very warm day, all the desflurane would boil, and v",338
temperature,"ction of cyclopropane, trichloroethylene, and halothane. By the 1980s, the anesthetic vaporizer had evolved considerably; subsequent modifications lead to a raft of additional safety features such as **temperature** compensation, a bimetallic strip, temperature-adjusted splitting ratio and anti-spill measures. The ""breathing circuit"" is the ducting through which the breathing gases flow from the machine to the p",338
