Term,Context,Occurrences
proceso,"alta mortalidad, la elevada fecundidad, el acelerado crecimiento demográfico y la estructura etaria joven. Con mayor o menor intensidad y velocidad, todos los países de América Latina han iniciado el **proceso** de la transición demográfica, porque todos han empezado a reducir sus tasas de fecundidad y mortalidad. El Celade ha elaborado topologías para identificar los riesgos sociodemográficos por los que at",1149
proceso,"rtantes si en una exposición de corta duración (EC) se supera en ""n"" veces el VLA-ED. Por ello, se establece el siguiente límite: Con este límite establecido se consigue disminuir la variabilidad del **proceso** y garantizar la protección de los trabajadores. Unidades de VLA: dependiendo de la naturaleza de los agentes químicos y de las condiciones ambientales se usan las siguientes unidades: formula_1 Indic",1149
proceso,"onización de las unidades de generación, para evitar grandes transitorios y condiciones de sobrecarga. En la generación distribuida de energía, los generadores están distribuidos geográficamente y el **proceso** para ponerlos en línea y fuera de línea debe ser cuidadosamente controlado. Las señales de control de carga pueden enviarse por líneas separadas o por las propias líneas eléctricas. La tensión y la f",1149
proceso,"l bosque, generalmente con el objetivo de aclarar las relaciones de causa y efecto. Los silvicultores por lo general se enfocan en extraer madera y en la silvicultura, incluyendo la regeneración y el **proceso** de crecimiento de los árboles. Los bosques pueden ser alterados cuando suceden hechos como la tala de árboles, los incendios forestales, la lluvia ácida, la alimentación de los herbívoros, o las plag",1149
proceso,"5 % de los bosques mostraban síntomas de enfermedad: defoliación, mortalidad de individuos, etcétera. La mayoría de los estudios relacionaron el decaimiento forestal con la contaminación del aire. El **proceso** era particularmente grave en Europa Central, sobre suelos ácidos, donde las fuertes emisiones de dióxido de azufre hacía bajar el pH del agua de lluvia a valores cuyo promedio podía acercarse a 3. Ha",1149
proceso,"en los bosques menos diversos, pero remotos, o de baja densidad. Si los productos nuevos fueran de otras especies, o si fuera posible aprovechar muchos diferentes tamaños, gracias al mejoramiento del **proceso** o el desarrollo de nuevos mercados, se podría utilizar una mayor proporción del material forestal. Existe mucha amplitud, no solamente para desarrollar los nuevos productos, sino también para conserv",1149
proceso,"atamiento del aire, disponen de uno o dos ventiladores centrífugos para hacer circular el aire a través de la unidad y de la red de conductos que distribuye el aire tratado en una edificación o en un **proceso** industrial. También utilizan un ventilador, generalmente centrífugo, los quemadores de las calderas de combustibles, tanto líquidos como gaseosos, para aportar el aire necesario a la combustión y fac",1149
proceso,". En el caso de los ventiladores, el aumento de presión es generalmente tan insignificante, comparado con la presión absoluta del gas, que la densidad de este puede considerarse inalterada durante el **proceso**. Esto implica, que el gas puede modelarse como líquido incompresible y por consiguiente no hay diferencia entre la forma de operación de un ventilador y de una bomba, o lo que es lo mismo, matemática",1149
proceso,"es en donde se sigue empleando carbón como fuente de energía, en algunos casos con altos contenidos en azufre, el problema es bastante importante. Biorremediación Biorremediación se llama a cualquier **proceso** biotecnológico que utiliza microorganismos, hongos, plantas o las enzimas derivadas de ellos para recuperar un medio ambiente alterado por contaminantes a su condición natural. Este aprovechamiento d",1149
proceso,"de índole fisicoquímica. Además, a través del uso de sistemas biológicos, no se logra una remoción completa del contaminante sino que siempre hay una fracción recalcitrante que no es degradada en el **proceso**. Pese a estos factores, la biorremediación es sin duda la estrategia más atractiva debido a su bajo costo, a ser amigable con el medio ambiente y a la interesante relación costo/beneficio que present",1149
proceso,"n y tratamiento de residuos. Independientemente del método a utilizar para eliminar la contaminación de un suelo, hay una miríada de factores que influyen sobre la eficiencia final y los costos de un **proceso** de biorremediación. Entre esos factores se destacan: i) las características fisicoquímicas del suelo, incluyendo su composición, cantidad de nutrientes, biodisponibilidad de oxígeno, contenido de hum",1149
proceso,"on metales pesados. La fitoestabilización permite inmovilizar contaminantes en el suelo a través de su absorción y acumulación en las raíces o bien, por precipitación en la zona de la rizosfera. Este **proceso** reduce la movilidad de los contaminantes y evita su migración a las aguas subterráneas o al aire. La fitoestabilización es efectiva en suelos de textura fina con alto contenido de materia orgánica. S",1149
proceso,"otras plantas en crecimiento absorben agua junto con contaminantes orgánicos e inorgánicos. Algunos de estos pueden llegar hasta las hojas y evaporarse o volatilizarse en la atmósfera. Mediante este **proceso** se han eliminado contaminantes como: compuestos orgánicos volátiles (benceno, nitrobenceno, tolueno, etilbenceno y xileno), As, Se y Hg. Las plantas ""Salicornia bigelovii, Brassica juncea, Astragalus",1149
proceso,"contaminantes. En la fitodegradación las plantas, y los microorganismos asociados a ellas, degradan los contaminantes orgánicos en productos inofensivos o bien, mineralizarlos hasta CO y HO. En este **proceso** los contaminantes son metabolizados dentro de los tejidos vegetales, y las plantas producen enzimas como la deshalogenasa y la oxigenasa, que ayudan a catalizar la degradación. La fitodegradación se",1149
proceso,"los métodos caros e ineficientes convencionales para la eliminación de metales pesados. La biosorción es una subcategoría de adsorción, donde el sorbente es una matriz biológica. La biosorción es un **proceso** de unión rápida y reversible de iones de soluciones acuosas a grupos funcionales que están presentes en la superficie de la biomasa. Este proceso es independiente del metabolismo celular. Se puede re",1149
proceso,"sorbente es una matriz biológica. La biosorción es un proceso de unión rápida y reversible de iones de soluciones acuosas a grupos funcionales que están presentes en la superficie de la biomasa. Este **proceso** es independiente del metabolismo celular. Se puede realizar en una amplia gama de valores de pH 3–9 y valores de temperatura de 4–90 °C. Este proceso no requiere una gran inversión de capital, por lo",1149
proceso,"án presentes en la superficie de la biomasa. Este proceso es independiente del metabolismo celular. Se puede realizar en una amplia gama de valores de pH 3–9 y valores de temperatura de 4–90 °C. Este **proceso** no requiere una gran inversión de capital, por lo que los costos operativos son económicos. Además, los materiales biológicos a menudo son baratos y se pueden obtener de la agricultura o de los desec",1149
proceso,"nimización de lodos químicos y/o biológicos, no requiere el agregado adicional de nutrientes, el biosorbente es regenerable, y permite la posibilidad de recuperar los metales. En los últimos años, el **proceso** de biosorción se ha convertido en una tecnología alternativa de tratamiento económica y ecológica en la industria del agua y las aguas residuales. A raíz de esto, se han desarrollaron varios biosorbe",1149
proceso,"no ser muy eficiente para suelos altamente contaminados, además de que las emisiones de compuestos volátiles debieran ser recogidas y filtradas antes de ser liberadas a la atmósfera, encareciendo el **proceso**. Esta metodología ha sido utilizada en un caso de contaminación masiva en Kuwait luego de la Guerra del Golfo, alcanzando niveles de remoción de más de 80%, aunque debido a los 50 °C a los que puede",1149
proceso,"tilidad, estructura, concentración intrínseca y toxicidad. Compost El compost o la composta es un producto obtenido a partir de diferentes materiales de origen orgánico, los cuales son sometidos a un **proceso** biológico controlado de descomposición denominado compostaje. Posee un aspecto terroso, libre de olores y de patógenos, es empleado como sustituto parcial o total de abonos y fertilizantes orgánicos",1149
proceso,ner en buen estado los microorganismos y hongos del suelo. Estos ayudan de forma simbiótica a las plantas sin necesidad de aportar abonos o fertilizantes puesto que la materia orgánica aportada en el **proceso** de compostaje va nutriendo a los microorganismos y estos van alimentando lentamente a las plantas a lo largo de su ciclo vital. Fue estudiado por el químico alemán Justus von Liebig. La construcción,1149
proceso,"roorganismos eficientes son un conjunto de bacterias (caldo microbiano) que unidas producen a temperaturas favorables un aprovechamiento de los componentes de la materia a compostar para optimizar el **proceso** de compostaje. También desempeñan un importante papel los hongos, protozoos y actinobacterias (o actinomycetes, aquellas que se observan en forma de filamentos blancos en la materia en descomposición",1149
proceso,"onible y disponibilidad de terreno, complejidad operacional y del producto final que se quiere obtener. Los distintos sistemas están determinados por los mecanismos de aireación que se utilizan en el **proceso**, generalmente los podemos agrupar en: aireación pasiva, aireación forzada, y aireación por volteos del material. La mayoría de plantas industriales y comerciales de compostaje utilizan procesos activ",1149
proceso,"favorablemente en el equilibrio biótico del suelo. Los microorganismos necesitan agua como medio para transportar nutrientes y otros elementos, además es determinante en el intercambio gaseoso. En el **proceso** de compostaje es importante que la humedad alcance niveles cercanos al 40-60%. Si el contenido en humedad es mayor, el agua ocupará todos los poros y por lo tanto el proceso se volvería anaeróbico (s",1149
proceso,"ntercambio gaseoso. En el proceso de compostaje es importante que la humedad alcance niveles cercanos al 40-60%. Si el contenido en humedad es mayor, el agua ocupará todos los poros y por lo tanto el **proceso** se volvería anaeróbico (sin oxígeno), es decir, se produciría una putrefacción de la materia orgánica. Si la humedad es excesivamente baja se disminuye la actividad de los microorganismos y el proces",1149
proceso,"roceso se volvería anaeróbico (sin oxígeno), es decir, se produciría una putrefacción de la materia orgánica. Si la humedad es excesivamente baja se disminuye la actividad de los microorganismos y el **proceso** es más lento. El contenido de humedad dependerá de las materias primas empleadas. Es un parámetro útil que permite dar seguimiento al proceso de descomposición de la materia orgánica, cuando el mater",1149
proceso,"aja se disminuye la actividad de los microorganismos y el proceso es más lento. El contenido de humedad dependerá de las materias primas empleadas. Es un parámetro útil que permite dar seguimiento al **proceso** de descomposición de la materia orgánica, cuando el material se está compostando pasa por un ciclo de temperaturas que es ocasionado por la actividad metabólica microbiológica. El aumento de la activ",1149
proceso,"or y como consecuencia aumenta la temperatura, de manera inversa la disminución de la actividad se evidencia con el descenso de la temperatura. La existencia de estos ciclos de temperaturas divide el **proceso** de compostaje en cuatro etapas (léase: Etapas del proceso de compostaje): mesófila (menor de 40°C), termófila (de 40 a 60°C), fase de enfriamiento (menor de 40°C) y fase de maduración (temperatura am",1149
proceso,"nversa la disminución de la actividad se evidencia con el descenso de la temperatura. La existencia de estos ciclos de temperaturas divide el proceso de compostaje en cuatro etapas (léase: Etapas del **proceso** de compostaje): mesófila (menor de 40°C), termófila (de 40 a 60°C), fase de enfriamiento (menor de 40°C) y fase de maduración (temperatura ambiente). El manejo y control de las temperaturas permiten",1149
proceso,"el compost sobre cultivos agrícolas. Sin embargo, dicho manejo y control debe ser adecuado, ya que de lo contrario no solo destruiría organismos patógenos, sino también flora benéfica antes de que el **proceso** lo haga naturalmente en el momento justo. Las lecturas periódicas mediante el uso del termómetro ayudan a determinar el momento en que la pila debe ser volteada, si esta alcanza sobre los 70°C. O si",1149
proceso,"e los 70°C. O si una pila de compostaje no logra subir su temperatura por sobre los 48°C pasados algunos días, es indicativo de que probablemente no hay suficiente nitrógeno en la pila para seguir el **proceso**. La temperatura está condicionada por la humedad y la aireación, debido a la relación existente entre estos dos parámetros y la actividad metabólica de los microorganismos. En términos generales, los",1149
proceso,"as primas que conforman el compost. Si la relación es mayor a 35 no existe suficiente nitrógeno para el crecimiento microbiano por lo cual disminuirá la actividad biológica y por ende se retrasará el **proceso**. En cambio si es menor a 30 el nitrógeno se encontrará en exceso por lo que puede perderse como amoniaco (NH), lo que traerá como consecuencia olor desagradable. Este es un parámetro importante para",1149
proceso,"or desagradable. Este es un parámetro importante para evaluar el ambiente microbiano y la estabilización de los residuos. El valor del pH, depende de los materiales de origen y varía en cada fase del **proceso** compostaje. El pH inicial esta normalmente entre 5 y 7. En los primeros días de compostaje, el pH cae a 5 o menos, debido a la presencia de ácidos orgánicos simples, y la temperatura sube debido a la",1149
proceso,"nte 3 días, la temperatura llega a la etapa termófila y el pH comienza a subir hasta aproximadamente 8 a 8,5 debido a la conversión del amonio en amoniaco, alcalinizando el medio durante el resto del **proceso** aeróbico. En la fase de maduración, el valor del pH llega a un valor de entre 7 a 8 en el compost. El proceso de compostaje es un proceso aerobio, es decir, necesita la presencia de oxígeno para el d",1149
proceso,"ebido a la conversión del amonio en amoniaco, alcalinizando el medio durante el resto del proceso aeróbico. En la fase de maduración, el valor del pH llega a un valor de entre 7 a 8 en el compost. El **proceso** de compostaje es un proceso aerobio, es decir, necesita la presencia de oxígeno para el desarrollo adecuado de los microorganismos, por lo tanto la aireación es un factor importante en el proceso de",1149
proceso,"onio en amoniaco, alcalinizando el medio durante el resto del proceso aeróbico. En la fase de maduración, el valor del pH llega a un valor de entre 7 a 8 en el compost. El proceso de compostaje es un **proceso** aerobio, es decir, necesita la presencia de oxígeno para el desarrollo adecuado de los microorganismos, por lo tanto la aireación es un factor importante en el proceso de compostaje ya que el oxígeno",1149
proceso,"El proceso de compostaje es un proceso aerobio, es decir, necesita la presencia de oxígeno para el desarrollo adecuado de los microorganismos, por lo tanto la aireación es un factor importante en el **proceso** de compostaje ya que el oxígeno es esencial para el metabolismo y la respiración de los microorganismos que participan en él. La aireación tiene un doble objetivo, primero aportar el oxígeno suficien",1149
proceso,"os microorganismos y, segundo, permitir al máximo la evacuación de CO producido. Así mismo, la aireación evita que el material se compacte o se encharque. Las necesidades de oxígeno varían durante el **proceso**, alcanzando la mayor tasa de consumo durante la fase termofílica. La saturación de oxígeno en el medio no debe bajar del 5%, siendo el nivel óptimo el 10%. Un exceso de aireación provocaría el descen",1149
proceso,"xígeno en el medio no debe bajar del 5%, siendo el nivel óptimo el 10%. Un exceso de aireación provocaría el descenso de temperatura y una mayor pérdida de la humedad por evaporación, haciendo que el **proceso** de descomposición se detenga por falta de agua. Igualmente, una baja aireación, impide la suficiente evaporación de agua, generando exceso de humedad y un ambiente de anaerobiosis. La actividad de lo",1149
proceso,"a 5cm. Además mientras menor sea el tamaño de las partículas, la pila se tiende a compactar los que trae como consecuencia una menor aireación y por ende una menor actividad microbiana, retardando el **proceso**. La densidad del material, y por lo tanto la aireación de la pila o la retención de humedad, están estrechamente relacionados con el tamaño de la partícula, siendo la densidad aproximadamente 150-250",1149
proceso,", y por lo tanto la aireación de la pila o la retención de humedad, están estrechamente relacionados con el tamaño de la partícula, siendo la densidad aproximadamente 150-250kg/m³, conforme avanza el **proceso** de compostaje, el tamaño disminuye y por tanto, la densidad aumenta, 600-700kg/m³. A veces se añaden otros ingredientes con el fin de enriquecer la mezcla final, controlar las condiciones del proceso",1149
proceso,"proceso de compostaje, el tamaño disminuye y por tanto, la densidad aumenta, 600-700kg/m³. A veces se añaden otros ingredientes con el fin de enriquecer la mezcla final, controlar las condiciones del **proceso** o activar los microorganismos responsables del mismo. Espolvorear cal en pequeñas cantidades puede controlar la aparición de un excesivo grado de acidez que reduzca la velocidad de fermentación. Las",1149
proceso,"a se vuelve a permitir el acceso a las gallinas que aprovechan como complemento proteico la alta densidad de microfauna y lombrices, removiendo semanalmente el mismo hasta que el compost madure. Este **proceso** de compostaje introduce complejidad ecológica y permite aumentar el rendimiento y aprovechamiento. El compostero actúa pues como comedero (que se puede realizar con palés, conformando 1m² de base) de",1149
proceso,"orgánicos, cada familia tenía un día fijo a la semana para recoger los huevos. Se obtiene de este modo unos tres metros cúbicos de compost de calidad y unos 3000 huevos al año.. En 2012 se inició un **proceso** de mayor envergadura en el municipio de Noáin en Navarra en un parque municipal y con una implicación del ayuntamiento (parque de los sentidos) en que participan 30 familias que se reparten los días",1149
proceso,"os de Toledo (Campillo de la Jara), Madrid (Redueña) y Cáceres (Carcaboso) aportando los ayuntamientos las instalaciones y/o los materiales para la autoconstrucción de las mismas. El compostaje es un **proceso** durante el cual la temperatura de los residuos varía dependiendo de la actividad metabólica de los microorganismos. De acuerdo con este parámetro, el proceso de compostaje se puede dividir en cuatro",1149
proceso,"ucción de las mismas. El compostaje es un proceso durante el cual la temperatura de los residuos varía dependiendo de la actividad metabólica de los microorganismos. De acuerdo con este parámetro, el **proceso** de compostaje se puede dividir en cuatro etapas: mesófila, termófila, enfriamiento y maduración. En esta fase tenemos un material fresco, sin humidificar y a temperatura ambiente. Los microorganismos",1149
proceso,"ico. La tasa de natalidad disminuye cuando los países tienen mayor riqueza (Producto interior bruto, desarrollo económico e industrial de los países, mejora de la sanidad, mayor nivel educativo) y un **proceso** de urbanización mayor. Por tanto, existe «una fuerte correlación negativa entre natalidad y la participación femenina en el trabajo». La eficiencia reproductiva (población suficiente con el menor núm",1149
proceso,"cnico, el aumento de la producción y, sobre todo, la diversificación de la economía, con el inicio y crecimiento de empresas industriales y de servicios. La diferencia entre las dos opciones marca un **proceso** de cambio a nivel mundial que se ha venido produciendo en los pasados 100 a 150 años: la disminución de la población campesina por el éxodo rural obliga a los agricultores que quedan a adquirir más t",1149
proceso,"os minerales constituidos por sulfuros se tuestan, produciendo óxido de plomo y principalmente una mezcla de sulfatos y silicatos de plomo y otros metales contenidos en la mena. El óxido de plomo del **proceso** de tostado se reduce en coque de alto horno para obtener el metal. En el proceso se separan capas adicionales separados que flotan en la parte superior de la capa de plomo metálico fundido. Estas son",1149
proceso,"rincipalmente una mezcla de sulfatos y silicatos de plomo y otros metales contenidos en la mena. El óxido de plomo del proceso de tostado se reduce en coque de alto horno para obtener el metal. En el **proceso** se separan capas adicionales separados que flotan en la parte superior de la capa de plomo metálico fundido. Estas son escoria (silicatos que contienen 1,5 % de plomo), mate (sulfuros que contienen 1",1149
proceso,"en concentraciones significativas de plata, el metal fundido también está generalmente contaminado con plata. La plata metálica, así como el oro se extraen y se recuperan económicamente por medio del **proceso** Parkes. El plomo desplatado se libera del bismuto de acuerdo con el proceso Betterton-Kroll por tratamiento con calcio y magnesio metálicos, que forman una escoria de bismuto que pueden ser removida.",1149
proceso,"neralmente contaminado con plata. La plata metálica, así como el oro se extraen y se recuperan económicamente por medio del proceso Parkes. El plomo desplatado se libera del bismuto de acuerdo con el **proceso** Betterton-Kroll por tratamiento con calcio y magnesio metálicos, que forman una escoria de bismuto que pueden ser removida. Se puede obtener plomo muy puro procesando electrolíticamente el plomo fund",1149
proceso,"por tratamiento con calcio y magnesio metálicos, que forman una escoria de bismuto que pueden ser removida. Se puede obtener plomo muy puro procesando electrolíticamente el plomo fundido mediante el **proceso** de Betts. Dicho proceso utiliza ánodos de plomo impuro y cátodos de plomo puro en un electrolito constituido por una mezcla de fluorosilicato de plomo (PbSiF) y ácido hexafluorosilícico (HSiF). El us",1149
proceso,"cio y magnesio metálicos, que forman una escoria de bismuto que pueden ser removida. Se puede obtener plomo muy puro procesando electrolíticamente el plomo fundido mediante el proceso de Betts. Dicho **proceso** utiliza ánodos de plomo impuro y cátodos de plomo puro en un electrolito constituido por una mezcla de fluorosilicato de plomo (PbSiF) y ácido hexafluorosilícico (HSiF). El uso más amplio del plomo c",1149
proceso,"y hasta miles de km) y la vertical (10 km o más) que siempre compensa, con el ascenso o el descenso del aire, el movimiento horizontal del mismo. El ejemplo de los tornados sirve para identificar el **proceso** de compensación ""entre el avance horizontal del aire en movimiento y el ascenso del mismo"": el remolino inicial de un tornado gira a gran velocidad levantando y destruyendo casas y otros objetos, per",1149
proceso,"scenso vertical del mismo puede verse en cualquier remolino o tornado fácilmente y hasta en cualquier nube de desarrollo vertical como un cumulonimbo o un huracán: varía el tamaño o extensión pero el **proceso** es el mismo. Y en tipos de vientos que recorren grandes distancias ocurre el mismo proceso. Así tenemos que los vientos alisios, que circulan entre los trópicos y el ecuador, recorren grandes distanc",1149
proceso,"cualquier nube de desarrollo vertical como un cumulonimbo o un huracán: varía el tamaño o extensión pero el proceso es el mismo. Y en tipos de vientos que recorren grandes distancias ocurre el mismo **proceso**. Así tenemos que los vientos alisios, que circulan entre los trópicos y el ecuador, recorren grandes distancias en sentido noreste-suroeste en el hemisferio norte y en sentido sureste-noroeste en el",1149
proceso,"cia de nubes en el mar de las Antillas: la alta presión originada por los vientos de retorno denominados contralisios da origen al descenso de un aire frío y seco y los climas de las islas donde este **proceso** ocurre (Antillas neerlandesas y venezolanas, por ejemplo, con una precipitación anual en Aruba o en la Orchila de algo más de 100 mm) da origen a un clima inusualmente seco, muy bien explicado por Gl",1149
proceso,"en la Orchila de algo más de 100 mm) da origen a un clima inusualmente seco, muy bien explicado por Glenn T. Trewartha sobre los climas secos del litoral del Caribe de Colombia y Venezuela. El mismo **proceso** puede verse en los grandes desiertos, donde las noches son sumamente frías y los días sumamente cálidos, en los que pueden darse enormes amplitudes térmicas diarias de 30 y hasta 40 °C. De acuerdo co",1149
proceso,"nta y de manera asimétrica, cuyo movimiento giratorio cesa cuando la presión atmosférica en la superficie se hace más homogénea y la columna de aire cálido cesa en su ascenso. Se habla entonces de un **proceso** de oclusión o de un frente ocluido. Son zonas de subsidencia de aire frío procedente de grandes alturas en la zona de convergencia intertropical, es decir, de la franja ecuatorial, y que dan origen,",1149
proceso,"as, que se desplazan en la dirección del viento a medida que los granos van siendo arrastrados desde la cara enfrentada al viento (barlovento) hacia la cara opuesta al viento (sotavento). Aunque este **proceso** está presente en los climas áridos es también frecuente en otros climas, por ejemplo en el clima de sabana, como ocurre en la cuenca del Orinoco, en los Llanos Bajos de los estados Apure y Guárico, d",1149
proceso,"nclusiones similares al año siguiente. El monóxido de carbono fue reconocido como un reactivo muy valioso en la década de 1900. Tres procesos industriales ilustran su evolución en la industria. En el **proceso** Fischer-Tropsch, el carbón y otras materias primas ricas en carbono se convierten en combustibles líquidos a través del CO. Esta tecnología, desarrollada originalmente en Alemania durante la guerra p",1149
proceso,"para compensar la falta de petróleo nacional, sigue utilizándose en la actualidad. También en Alemania, se descubrió que una mezcla de CO e hidrógeno se combinaba con alqueno para dar aldehídos. Este **proceso**, denominado hidroformilación, se utiliza para producir muchos productos químicos a gran escala, como tensioactivos, así como compuestos especiales que son fragancias y fármacos populares. Por ejemplo",1149
proceso,"roductos químicos a gran escala, como tensioactivos, así como compuestos especiales que son fragancias y fármacos populares. Por ejemplo, el CO se utiliza en la producción de vitamina A. En un tercer **proceso** importante, atribuido a investigadores de Monsanto, el CO se combina con metanol para dar ácido acético. La mayor parte del ácido acético se produce mediante el proceso Cativa. La hidroformilación y",1149
proceso,"ón de vitamina A. En un tercer proceso importante, atribuido a investigadores de Monsanto, el CO se combina con metanol para dar ácido acético. La mayor parte del ácido acético se produce mediante el **proceso** Cativa. La hidroformilación y la síntesis del ácido acético son dos de los innumerables procesos de carbonilación. El monóxido de carbono es el oxocarbono más simple y es isoelectrónico con otras esp",1149
proceso,"brosis. De ahí que se haya propuesto una hipótesis inflamatoria en la base de la patogenia de la silicosis. Los sujetos que no controlen bien la respuesta inflamatoria podrían estar en desventaja. Al **proceso** patogénico se pueden incorporar factores inmunológicos e infecciosos (tuberculosis). La silicosis suele presentarse después de 10 a 20 años de exposición a sílice, a veces tiempo después de cesada la",1149
proceso,"liberada al realizarse una reacción de fusión nuclear. En este tipo de reacción, dos núcleos atómicos ligeros se fusionan para formar un núcleo más pesado, liberándose gran cantidad de energía en el **proceso**, que puede ser empleada en la bomba de hidrógeno y en un futuro en la producción de energía eléctrica en un hipotético reactor. La mayoría de estudios existentes para el diseño de una central nuclear",1149
proceso,"La conducción se produce cuando los iones, electrones u otras partículas presentes en el plasma impactan con otras sustancias, normalmente con la superficie del dispositivo donde ocurre la reacción, **proceso** por el cual transfieren una parte de su energía cinética. La radiación es la energía que abandona la nube en forma de onda electromagnética. Las pérdidas por radiación aumentan con la temperatura. Lo",1149
proceso,"segundos que tarda el calor generado por las reacciones en hacer estallar el combustible. Aunque el NIF también es grande, esto es debido al diseño del láser empleado, no es un requisito inherente al **proceso** de fusión que tiene lugar allí. Se han propuesto múltiples enfoques para capturar la energía que produce la fusión. El más sencillo consiste en calentar un fluido. La reacción D-T, que suele ser el o",1149
proceso,"ntrado y disponible en la naturaleza. La gran diferencia de masa entre los dos principales isótopos de Hidrógeno (Protio y el propio Deuterio) hace fácil su separación comparada con la dificultad del **proceso** de enriquecimiento de uranio. El Hidrógeno-3 (Tritio) también es un isótopo del Hidrógeno, pero su ocurrencia natural es insignificante. Debido a ello, se hace necesario recurrir a la reproducción de",1149
proceso,taja del ciclo de combustión D-D es que no necesita producción de tritio. Otras ventajas son la independencia del escaso abastecimiento de litio y una algo más suave radiación de neutrones durante el **proceso**. La desventaja de la D-D comparada con la D-T es que el tiempo de confinamiento (a una presión determinada) será 30 veces más largo y la potencia producida (a una presión y volumen dados) sería 68 ve,1149
proceso,", sin embargo, hasta los primeros años del , con el establecimiento de las primeras curtiembres y saladeros en ambas orillas del Riachuelo.  Desde 2008, la cuenca Matanza-Riachuelo es el centro de un **proceso** de saneamiento llevado adelante por la Autoridad de Cuenca Matanza Riachuelo (Acumar). Durante miles de años los alrededores del río fueron habitados por grupos de cazadores recolectores de la llanur",1149
proceso,"tal por parte del Estado, generaron la degradación del área, y contribuyeron a crear ""un paisaje de segregación urbana y ambiental"". El periodo de mayor deterioro comenzó en los años '70 cuando estos **proceso** se agravaron aún más. La política de desindustrialización del país de la Dictadura Militar se acompañó con el cierre definitivo del antiguo puerto del Riachuelo. El paisaje de la desembocadura del rí",1149
proceso,"de emergencia implementados por el Gobierno Nacional.  En 2004, una denuncia de vecinos del barrio de Villa Inflamable en Dock Sud, Avellaneda, ubicado en las cercanías del Riachuelo, dio inicio a un **proceso** judicial por la contaminación de las empresas y sus efectos en la salud.  La Causa Mendoza. como se la conoció, marcó un hito histórico en los procesos judiciales vinculados al derecho colectivo al a",1149
