Term,Translation,Context
peak value,balio maximo; gehieneko balio,Technological Sciences > Electrical technology and engineering
phase difference,fase-angelu; fase-diferentzia,Physics > Electro-magnetism
phase difference,desfase; fase-diferentzia; transformadore baten desfase,Technological Sciences > Electrical technology and engineering
phase shift,fase-desplazamendu; fase-lerrakuntza; desfase,Physics > Electro-magnetism
phase shift,desfase; fase-diferentzia; transformadore baten desfase,Technological Sciences > Electrical technology and engineering
plate,plaka; xafla,Physics > Electro-magnetism
plate,plaka,Technological Sciences > Electrical technology and engineering
pole,polo,Physics > Electro-magnetism
pole,zutoin; polo,Technological Sciences > Electrical technology and engineering
power source,elikadura-iturri,Physics > Electro-magnetism
power source,elikatze-iturri,Technological Sciences > Electrical technology and engineering
real part,parte erreal,Physics > Electro-magnetism
real part,zati erreal,Technological Sciences > Electrical technology and engineering
rotation,biraketa; errotazio,Physics > Electro-magnetism
rotation,biraketa,Technological Sciences > Electrical technology and engineering
section,ebakidura; sekzio,Physics > Electro-magnetism
section,sekzio,Technological Sciences > Electrical technology and engineering
self-inductance,autoinduktantzia,Physics > Electro-magnetism
self-inductance,autoindukzio; induktantzia,Technological Sciences > Electrical technology and engineering
sequence,progresio; segida,Physics > Electro-magnetism
sequence,sekuentzia,Technological Sciences > Electrical technology and engineering
sheet,plaka; xafla,Physics > Electro-magnetism
sheet,xafla,Technological Sciences > Electrical technology and engineering
skin effect,azal-efektu,Physics > Electro-magnetism
skin effect,skin efektu,Technological Sciences > Electrical technology and engineering
source,iturri,Physics > Electro-magnetism
source,iturri; iturri elektriko,Technological Sciences > Electrical technology and engineering
spin,spin,Physics > Electro-magnetism
spin,biratu,Technological Sciences > Electrical technology and engineering
state,egoera,Physics > Electro-magnetism
state,erregimen,Technological Sciences > Electrical technology and engineering
steady state,egoera iraunkor; erregimen iraunkor,Physics > Electro-magnetism
steady state,egoera egonkor; egoera iraunkor; erregimen egonkor; erregimen iraunkor,Technological Sciences > Electrical technology and engineering
superposition,gainezarmen,Physics > Electro-magnetism
superposition,gainezarpen,Technological Sciences > Electrical technology and engineering
terminal,borne,Physics > Electro-magnetism
terminal,borne; terminal,Technological Sciences > Electrical technology and engineering
transmission line,transmisio-linea,Physics > Electro-magnetism
transmission line,garraio-linea,Technological Sciences > Electrical technology and engineering
transmit,transmititu,Physics > Electro-magnetism
transmit,garraiatu,Technological Sciences > Electrical technology and engineering
